,gender,event,medal,abb,country,type,year
13171,Women,100 m Freestyle S2,Bronze,ESP,Spain,Swimming,1996
13172,Women,100 m Freestyle S3,Gold,ESP,Spain,Swimming,1996
13173,Women,100 m Freestyle S3,Silver,GER,Germany,Swimming,1996
13174,Women,100 m Freestyle S3,Bronze,POR,Portugal,Swimming,1996
13175,Women,100 m Freestyle S4,Gold,JPN,Japan,Swimming,1996
13176,Women,100 m Freestyle S4,Silver,GER,Germany,Swimming,1996
13177,Women,100 m Freestyle S4,Bronze,USA,USA,Swimming,1996
13178,Women,100 m Freestyle S5,Gold,FRA,France,Swimming,1996
13179,Women,100 m Freestyle S5,Silver,UKR,Ukraine,Swimming,1996
13180,Women,100 m Freestyle S5,Bronze,GBR,UK,Swimming,1996
13181,Women,100 m Freestyle S6,Gold,GBR,UK,Swimming,1996
13182,Women,100 m Freestyle S6,Silver,FRA,France,Swimming,1996
13183,Women,100 m Freestyle S6,Bronze,NZL,New Zealand,Swimming,1996
13184,Women,100 m Freestyle S7,Gold,GER,Germany,Swimming,1996
13185,Women,100 m Freestyle S7,Silver,ESP,Spain,Swimming,1996
13186,Women,100 m Freestyle S7,Bronze,ISL,Iceland,Swimming,1996
13187,Women,100 m Freestyle S8,Gold,AUS,Australia,Swimming,1996
13188,Women,100 m Freestyle S8,Silver,DEN,Denmark,Swimming,1996
13189,Women,100 m Freestyle S8,Bronze,NED,Netherlands,Swimming,1996
13190,Women,100 m Freestyle S9,Gold,USA,USA,Swimming,1996
13191,Women,100 m Freestyle S9,Silver,AUS,Australia,Swimming,1996
13192,Women,100 m Freestyle S9,Bronze,BEL,Belgium,Swimming,1996
13193,Women,100 m Freestyle S10,Gold,GER,Germany,Swimming,1996
13194,Women,100 m Freestyle S10,Silver,AUS,Australia,Swimming,1996
13195,Women,100 m Freestyle S10,Bronze,GBR,UK,Swimming,1996
13196,Women,100 m Freestyle B1,Gold,SWE,Sweden,Swimming,1996
13197,Women,100 m Freestyle B1,Silver,GER,Germany,Swimming,1996
13198,Women,100 m Freestyle B1,Bronze,FIN,Finland,Swimming,1996
13199,Women,100 m Freestyle B2,Gold,EST,Estonia,Swimming,1996
13200,Women,100 m Freestyle B2,Silver,ESP,Spain,Swimming,1996
13201,Women,100 m Freestyle B2,Bronze,USA,USA,Swimming,1996
13202,Women,100 m Freestyle B3,Gold,GER,Germany,Swimming,1996
13203,Women,100 m Freestyle B3,Silver,GER,Germany,Swimming,1996
13204,Women,100 m Freestyle B3,Bronze,CAN,Canada,Swimming,1996
13205,Women,100 m Freestyle MH,Gold,GBR,UK,Swimming,1996
13206,Women,100 m Freestyle MH,Silver,AUS,Australia,Swimming,1996
13207,Women,100 m Freestyle MH,Bronze,AUS,Australia,Swimming,1996
13208,Women,200 m Freestyle S4,Gold,GER,Germany,Swimming,1996
13209,Women,200 m Freestyle S4,Silver,JPN,Japan,Swimming,1996
13210,Women,200 m Freestyle S4,Bronze,USA,USA,Swimming,1996
13211,Women,200 m Freestyle S5,Gold,FRA,France,Swimming,1996
13212,Women,200 m Freestyle S5,Silver,UKR,Ukraine,Swimming,1996
13213,Women,200 m Freestyle S5,Bronze,GBR,UK,Swimming,1996
13214,Women,200 m Freestyle S6,Gold,NZL,New Zealand,Swimming,1996
13215,Women,200 m Freestyle S6,Silver,FRA,France,Swimming,1996
13216,Women,200 m Freestyle S6,Bronze,GBR,UK,Swimming,1996
13217,Women,400 m Freestyle S7,Gold,CAN,Canada,Swimming,1996
13218,Women,400 m Freestyle S7,Silver,USA,USA,Swimming,1996
13219,Women,400 m Freestyle S7,Bronze,ESP,Spain,Swimming,1996
13220,Women,400 m Freestyle S8,Gold,AUS,Australia,Swimming,1996
13221,Women,400 m Freestyle S8,Silver,NED,Netherlands,Swimming,1996
13222,Women,400 m Freestyle S8,Bronze,AUS,Australia,Swimming,1996
13223,Women,400 m Freestyle S9,Gold,AUS,Australia,Swimming,1996
13224,Women,400 m Freestyle S9,Silver,ITA,Italy,Swimming,1996
13225,Women,400 m Freestyle S9,Bronze,BEL,Belgium,Swimming,1996
13226,Women,400 m Freestyle S10,Gold,AUS,Australia,Swimming,1996
13227,Women,400 m Freestyle S10,Silver,GBR,UK,Swimming,1996
13228,Women,400 m Freestyle S10,Bronze,GER,Germany,Swimming,1996
13229,Women,400 m Freestyle B2,Gold,GBR,UK,Swimming,1996
13230,Women,400 m Freestyle B2,Silver,USA,USA,Swimming,1996
13231,Women,400 m Freestyle B2,Bronze,ESP,Spain,Swimming,1996
13232,Women,50 m Backstroke S2,Gold,ESP,Spain,Swimming,1996
13233,Women,50 m Backstroke S2,Silver,IRL,Ireland,Swimming,1996
13234,Women,50 m Backstroke S2,Bronze,ARG,Argentina,Swimming,1996
13235,Women,50 m Backstroke S3,Gold,ESP,Spain,Swimming,1996
13236,Women,50 m Backstroke S3,Silver,POR,Portugal,Swimming,1996
13237,Women,50 m Backstroke S3,Bronze,GER,Germany,Swimming,1996
13238,Women,50 m Backstroke S4,Gold,GER,Germany,Swimming,1996
13239,Women,50 m Backstroke S4,Silver,JPN,Japan,Swimming,1996
13240,Women,50 m Backstroke S4,Bronze,DEN,Denmark,Swimming,1996
13241,Women,50 m Backstroke S5,Gold,FRA,France,Swimming,1996
13242,Women,50 m Backstroke S5,Silver,FRA,France,Swimming,1996
13243,Women,50 m Backstroke S5,Bronze,GBR,UK,Swimming,1996
13244,Women,100 m Backstroke S6,Gold,NZL,New Zealand,Swimming,1996
13245,Women,100 m Backstroke S6,Silver,BUL,Bulgaria,Swimming,1996
13246,Women,100 m Backstroke S6,Bronze,CHN,China,Swimming,1996
13247,Women,100 m Backstroke S7,Gold,ISL,Iceland,Swimming,1996
13248,Women,100 m Backstroke S7,Silver,NOR,Norway,Swimming,1996
13249,Women,100 m Backstroke S7,Bronze,CAN,Canada,Swimming,1996
13250,Women,100 m Backstroke S8,Gold,AUS,Australia,Swimming,1996
13251,Women,100 m Backstroke S8,Silver,ESP,Spain,Swimming,1996
13252,Women,100 m Backstroke S8,Bronze,AUS,Australia,Swimming,1996
13253,Women,100 m Backstroke S9,Gold,NED,Netherlands,Swimming,1996
13254,Women,100 m Backstroke S9,Silver,POL,Poland,Swimming,1996
13255,Women,100 m Backstroke S9,Bronze,AUS,Australia,Swimming,1996
13256,Women,100 m Backstroke S10,Gold,GBR,UK,Swimming,1996
13257,Women,100 m Backstroke S10,Silver,USA,USA,Swimming,1996
13258,Women,100 m Backstroke S10,Bronze,AUS,Australia,Swimming,1996
13259,Women,100 m Backstroke B1,Gold,ESP,Spain,Swimming,1996
13260,Women,100 m Backstroke B1,Silver,FIN,Finland,Swimming,1996
13261,Women,100 m Backstroke B1,Bronze,CHN,China,Swimming,1996
13262,Women,100 m Backstroke B2,Gold,USA,USA,Swimming,1996
13263,Women,100 m Backstroke B2,Silver,EST,Estonia,Swimming,1996
13264,Women,100 m Backstroke B2,Bronze,ESP,Spain,Swimming,1996
13265,Women,100 m Backstroke B3,Gold,GER,Germany,Swimming,1996
13266,Women,100 m Backstroke B3,Silver,CAN,Canada,Swimming,1996
13267,Women,100 m Backstroke B3,Bronze,USA,USA,Swimming,1996
13268,Women,50 m Breaststroke SB3,Gold,JPN,Japan,Swimming,1996
13269,Women,50 m Breaststroke SB3,Silver,GBR,UK,Swimming,1996
13270,Women,50 m Breaststroke SB3,Bronze,GER,Germany,Swimming,1996
13271,Women,100 m Breaststroke SB4,Gold,NZL,New Zealand,Swimming,1996
13272,Women,100 m Breaststroke SB4,Silver,SWE,Sweden,Swimming,1996
13273,Women,100 m Breaststroke SB4,Bronze,SWE,Sweden,Swimming,1996
13274,Women,100 m Breaststroke SB5,Gold,USA,USA,Swimming,1996
13275,Women,100 m Breaststroke SB5,Silver,NOR,Norway,Swimming,1996
13276,Women,100 m Breaststroke SB5,Bronze,HUN,Hungary,Swimming,1996
13277,Women,100 m Breaststroke SB6,Gold,POL,Poland,Swimming,1996
13278,Women,100 m Breaststroke SB6,Silver,POL,Poland,Swimming,1996
13279,Women,100 m Breaststroke SB6,Bronze,NED,Netherlands,Swimming,1996
13280,Women,100 m Breaststroke SB7,Gold,ISL,Iceland,Swimming,1996
13281,Women,100 m Breaststroke SB7,Silver,GER,Germany,Swimming,1996
13282,Women,100 m Breaststroke SB7,Bronze,NED,Netherlands,Swimming,1996
13283,Women,100 m Breaststroke SB8,Gold,CHN,China,Swimming,1996
13284,Women,100 m Breaststroke SB8,Silver,ESP,Spain,Swimming,1996
13285,Women,100 m Breaststroke SB8,Bronze,NED,Netherlands,Swimming,1996
13286,Women,100 m Breaststroke SB9,Gold,CZE,Czech Republic,Swimming,1996
13287,Women,100 m Breaststroke SB9,Silver,USA,USA,Swimming,1996
13288,Women,100 m Breaststroke SB9,Bronze,ESP,Spain,Swimming,1996
13289,Women,100 m Breaststroke SB10,Gold,GBR,UK,Swimming,1996
13290,Women,100 m Breaststroke SB10,Silver,AUS,Australia,Swimming,1996
13291,Women,100 m Breaststroke SB10,Bronze,DEN,Denmark,Swimming,1996
13292,Women,100 m Breaststroke B2,Gold,BEL,Belgium,Swimming,1996
13293,Women,100 m Breaststroke B2,Silver,GBR,UK,Swimming,1996
13294,Women,100 m Breaststroke B2,Bronze,USA,USA,Swimming,1996
13295,Women,100 m Breaststroke B3,Gold,CAN,Canada,Swimming,1996
13296,Women,100 m Breaststroke B3,Silver,GER,Germany,Swimming,1996
13297,Women,100 m Breaststroke B3,Bronze,USA,USA,Swimming,1996
13298,Women,200 m Breaststroke B2,Gold,BEL,Belgium,Swimming,1996
13299,Women,200 m Breaststroke B2,Silver,GBR,UK,Swimming,1996
13300,Women,200 m Breaststroke B2,Bronze,ESP,Spain,Swimming,1996
13301,Women,50 m Butterfly S5,Gold,FRA,France,Swimming,1996
13302,Women,50 m Butterfly S5,Silver,HUN,Hungary,Swimming,1996
13303,Women,50 m Butterfly S5,Bronze,HUN,Hungary,Swimming,1996
13304,Women,50 m Butterfly S6,Gold,GER,Germany,Swimming,1996
13305,Women,50 m Butterfly S6,Silver,GER,Germany,Swimming,1996
13306,Women,50 m Butterfly S6,Bronze,AUS,Australia,Swimming,1996
13307,Women,50 m Butterfly S7,Gold,NOR,Norway,Swimming,1996
13308,Women,50 m Butterfly S7,Silver,SVK,Slovakia,Swimming,1996
13309,Women,50 m Butterfly S7,Bronze,POL,Poland,Swimming,1996
13310,Women,100 m Butterfly S8,Gold,NED,Netherlands,Swimming,1996
13311,Women,100 m Butterfly S8,Silver,ESP,Spain,Swimming,1996
13312,Women,100 m Butterfly S8,Bronze,AUS,Australia,Swimming,1996
13313,Women,100 m Butterfly S9,Gold,USA,USA,Swimming,1996
13314,Women,100 m Butterfly S9,Silver,AUS,Australia,Swimming,1996
13315,Women,100 m Butterfly S9,Bronze,ITA,Italy,Swimming,1996
13316,Women,100 m Butterfly S10,Gold,AUS,Australia,Swimming,1996
13317,Women,100 m Butterfly S10,Silver,AUS,Australia,Swimming,1996
13318,Women,100 m Butterfly S10,Bronze,ESP,Spain,Swimming,1996
13319,Women,100 m Butterfly B1,Gold,AUS,Australia,Swimming,1996
13320,Women,100 m Butterfly B1,Silver,FIN,Finland,Swimming,1996
13321,Women,100 m Butterfly B1,Bronze,GBR,UK,Swimming,1996
13322,Women,100 m Butterfly B3,Gold,USA,USA,Swimming,1996
13323,Women,100 m Butterfly B3,Silver,GER,Germany,Swimming,1996
13324,Women,100 m Butterfly B3,Bronze,CAN,Canada,Swimming,1996
13325,Women,150 m Medley SM4,Gold,GER,Germany,Swimming,1996
13326,Women,150 m Medley SM4,Silver,GBR,UK,Swimming,1996
13327,Women,150 m Medley SM4,Bronze,JPN,Japan,Swimming,1996
13328,Women,200 m Medley SM5,Gold,FRA,France,Swimming,1996
13329,Women,200 m Medley SM5,Silver,NZL,New Zealand,Swimming,1996
13330,Women,200 m Medley SM5,Bronze,HUN,Hungary,Swimming,1996
13331,Women,200 m Medley SM6,Gold,NOR,Norway,Swimming,1996
13332,Women,200 m Medley SM6,Silver,GER,Germany,Swimming,1996
13333,Women,200 m Medley SM6,Bronze,FRA,France,Swimming,1996
13334,Women,200 m Medley SM7,Gold,ISL,Iceland,Swimming,1996
13335,Women,200 m Medley SM7,Silver,POL,Poland,Swimming,1996
13336,Women,200 m Medley SM7,Bronze,FRA,France,Swimming,1996
13337,Women,200 m Medley SM8,Gold,AUS,Australia,Swimming,1996
13338,Women,200 m Medley SM8,Silver,NED,Netherlands,Swimming,1996
13339,Women,200 m Medley SM8,Bronze,ESP,Spain,Swimming,1996
13340,Women,200 m Medley SM9,Gold,GBR,UK,Swimming,1996
13341,Women,200 m Medley SM9,Silver,USA,USA,Swimming,1996
13342,Women,200 m Medley SM9,Bronze,DEN,Denmark,Swimming,1996
13343,Women,200 m Medley SM10,Gold,GBR,UK,Swimming,1996
13344,Women,200 m Medley SM10,Silver,AUS,Australia,Swimming,1996
13345,Women,200 m Medley SM10,Bronze,GER,Germany,Swimming,1996
13346,Women,200 m Medley B1,Gold,AUS,Australia,Swimming,1996
13347,Women,200 m Medley B1,Silver,GER,Germany,Swimming,1996
13348,Women,200 m Medley B1,Bronze,FIN,Finland,Swimming,1996
13349,Women,200 m Medley B2,Gold,USA,USA,Swimming,1996
13350,Women,200 m Medley B2,Silver,ESP,Spain,Swimming,1996
13351,Women,200 m Medley B2,Bronze,GER,Germany,Swimming,1996
13352,Women,200 m Medley B3,Gold,CAN,Canada,Swimming,1996
13353,Women,200 m Medley B3,Silver,GER,Germany,Swimming,1996
13354,Women,200 m Medley B3,Bronze,USA,USA,Swimming,1996
13355,Men,4x50 m Freestyle S1-6,Gold,USA,USA,Swimming,1996
13360,Men,4x50 m Freestyle S1-6,Silver,ESP,Spain,Swimming,1996
13364,Men,4x50 m Freestyle S1-6,Bronze,CHN,China,Swimming,1996
13368,Men,4x100 m Freestyle S7-10,Gold,GER,Germany,Swimming,1996
13372,Men,4x100 m Freestyle S7-10,Silver,AUS,Australia,Swimming,1996
13377,Men,4x100 m Freestyle S7-10,Bronze,ESP,Spain,Swimming,1996
13381,Men,4x50 m Medley S1-6,Gold,USA,USA,Swimming,1996
13385,Men,4x50 m Medley S1-6,Silver,CHN,China,Swimming,1996
13389,Men,4x50 m Medley S1-6,Bronze,ESP,Spain,Swimming,1996
13393,Men,4x100 m Medley S7-10,Gold,GER,Germany,Swimming,1996
13397,Men,4x100 m Medley S7-10,Silver,GBR,UK,Swimming,1996
13402,Men,4x100 m Medley S7-10,Bronze,NED,Netherlands,Swimming,1996
13407,Women,4x50 m Freestyle S1-6,Gold,GBR,UK,Swimming,1996
13411,Women,4x50 m Freestyle S1-6,Silver,FRA,France,Swimming,1996
13415,Women,4x50 m Freestyle S1-6,Bronze,USA,USA,Swimming,1996
13419,Women,4x100 m Freestyle S7-10,Gold,AUS,Australia,Swimming,1996
13423,Women,4x100 m Freestyle S7-10,Silver,USA,USA,Swimming,1996
13427,Women,4x100 m Freestyle S7-10,Bronze,GER,Germany,Swimming,1996
13431,Women,4x100 m Freestyle B1-3,Gold,GER,Germany,Swimming,1996
13435,Women,4x100 m Freestyle B1-3,Silver,GBR,UK,Swimming,1996
13439,Women,4x100 m Freestyle B1-3,Bronze,USA,USA,Swimming,1996
13443,Women,4x50 m Medley S1-6,Gold,HUN,Hungary,Swimming,1996
13447,Women,4x50 m Medley S1-6,Silver,USA,USA,Swimming,1996
13451,Women,4x50 m Medley S1-6,Bronze,GBR,UK,Swimming,1996
13455,Women,4x100 m Medley S7-10,Gold,USA,USA,Swimming,1996
13459,Women,4x100 m Medley S7-10,Silver,GER,Germany,Swimming,1996
13463,Women,4x100 m Medley S7-10,Bronze,ESP,Spain,Swimming,1996
13467,Women,4x100 m Medley B1-3,Gold,GER,Germany,Swimming,1996
13471,Women,4x100 m Medley B1-3,Silver,USA,USA,Swimming,1996
13475,Women,4x100 m Medley B1-3,Bronze,ESP,Spain,Swimming,1996
13479,Men,50 m Freestyle S2,Gold,USA,USA,Swimming,2000
13480,Men,50 m Freestyle S2,Silver,GBR,UK,Swimming,2000
13481,Men,50 m Freestyle S2,Bronze,POL,Poland,Swimming,2000
13482,Men,50 m Freestyle S3,Gold,PER,Peru,Swimming,2000
13483,Men,50 m Freestyle S3,Silver,GBR,UK,Swimming,2000
13484,Men,50 m Freestyle S3,Bronze,RUS,Russia,Swimming,2000
13485,Men,50 m Freestyle S4,Gold,ESP,Spain,Swimming,2000
13486,Men,50 m Freestyle S4,Silver,ITA,Italy,Swimming,2000
13487,Men,50 m Freestyle S4,Bronze,BRA,Brazil,Swimming,2000
13488,Men,50 m Freestyle S5,Gold,ESP,Spain,Swimming,2000
13489,Men,50 m Freestyle S5,Silver,POL,Poland,Swimming,2000
13490,Men,50 m Freestyle S5,Bronze,HUN,Hungary,Swimming,2000
13491,Men,50 m Freestyle S6,Gold,CHN,China,Swimming,2000
13492,Men,50 m Freestyle S6,Silver,ESP,Spain,Swimming,2000
13493,Men,50 m Freestyle S6,Bronze,DEN,Denmark,Swimming,2000
13494,Men,50 m Freestyle S7,Gold,GBR,UK,Swimming,2000
13495,Men,50 m Freestyle S7,Silver,GBR,UK,Swimming,2000
13496,Men,50 m Freestyle S7,Bronze,AUS,Australia,Swimming,2000
13497,Men,50 m Freestyle S8,Gold,GRE,Greece,Swimming,2000
13498,Men,50 m Freestyle S8,Silver,CHN,China,Swimming,2000
13499,Men,50 m Freestyle S8,Bronze,DEN,Denmark,Swimming,2000
13500,Men,50 m Freestyle S9,Gold,CHN,China,Swimming,2000
13501,Men,50 m Freestyle S9,Silver,BRA,Brazil,Swimming,2000
13502,Men,50 m Freestyle S9,Bronze,CZE,Czech Republic,Swimming,2000
13503,Men,50 m Freestyle S10,Gold,CAN,Canada,Swimming,2000
13504,Men,50 m Freestyle S10,Silver,RSA,South Africa,Swimming,2000
13505,Men,50 m Freestyle S10,Bronze,BRA,Brazil,Swimming,2000
13506,Men,50 m Freestyle S11,Gold,JPN,Japan,Swimming,2000
13507,Men,50 m Freestyle S11,Silver,USA,USA,Swimming,2000
13508,Men,50 m Freestyle S11,Bronze,UKR,Ukraine,Swimming,2000
13509,Men,50 m Freestyle S12,Gold,RSA,South Africa,Swimming,2000
13510,Men,50 m Freestyle S12,Silver,GBR,UK,Swimming,2000
13511,Men,50 m Freestyle S12,Bronze,GBR,UK,Swimming,2000
13512,Men,50 m Freestyle S13,Gold,RUS,Russia,Swimming,2000
13513,Men,50 m Freestyle S13,Silver,RSA,South Africa,Swimming,2000
13514,Men,50 m Freestyle S13,Bronze,GBR,UK,Swimming,2000
13515,Men,50 m Freestyle S14,Gold,NED,Netherlands,Swimming,2000
13516,Men,50 m Freestyle S14,Silver,HUN,Hungary,Swimming,2000
13517,Men,50 m Freestyle S14,Bronze,RSA,South Africa,Swimming,2000
13518,Men,100 m Freestyle S2,Gold,USA,USA,Swimming,2000
13519,Men,100 m Freestyle S2,Silver,GBR,UK,Swimming,2000
13520,Men,100 m Freestyle S2,Bronze,FRA,France,Swimming,2000
13521,Men,100 m Freestyle S3,Gold,GBR,UK,Swimming,2000
13522,Men,100 m Freestyle S3,Silver,RUS,Russia,Swimming,2000
13523,Men,100 m Freestyle S3,Bronze,CZE,Czech Republic,Swimming,2000
13524,Men,100 m Freestyle S4,Gold,ESP,Spain,Swimming,2000
13525,Men,100 m Freestyle S4,Silver,BRA,Brazil,Swimming,2000
13526,Men,100 m Freestyle S4,Bronze,CZE,Czech Republic,Swimming,2000
13527,Men,100 m Freestyle S5,Gold,ESP,Spain,Swimming,2000
13528,Men,100 m Freestyle S5,Silver,POL,Poland,Swimming,2000
13529,Men,100 m Freestyle S5,Bronze,GER,Germany,Swimming,2000
13530,Men,100 m Freestyle S6,Gold,CHN,China,Swimming,2000
13531,Men,100 m Freestyle S6,Silver,BRA,Brazil,Swimming,2000
13532,Men,100 m Freestyle S6,Bronze,DEN,Denmark,Swimming,2000
13533,Men,100 m Freestyle S7,Gold,GBR,UK,Swimming,2000
13534,Men,100 m Freestyle S7,Silver,AUS,Australia,Swimming,2000
13535,Men,100 m Freestyle S7,Bronze,NZL,New Zealand,Swimming,2000
13536,Men,100 m Freestyle S8,Gold,GRE,Greece,Swimming,2000
13537,Men,100 m Freestyle S8,Silver,GER,Germany,Swimming,2000
13538,Men,100 m Freestyle S8,Bronze,ESP,Spain,Swimming,2000
13539,Men,100 m Freestyle S9,Gold,CHN,China,Swimming,2000
13540,Men,100 m Freestyle S9,Silver,AUS,Australia,Swimming,2000
13541,Men,100 m Freestyle S9,Bronze,GBR,UK,Swimming,2000
13542,Men,100 m Freestyle S10,Gold,CAN,Canada,Swimming,2000
13543,Men,100 m Freestyle S10,Silver,CAN,Canada,Swimming,2000
13544,Men,100 m Freestyle S10,Bronze,AUS,Australia,Swimming,2000
13545,Men,100 m Freestyle S11,Gold,USA,USA,Swimming,2000
13546,Men,100 m Freestyle S11,Silver,JPN,Japan,Swimming,2000
13547,Men,100 m Freestyle S11,Bronze,UKR,Ukraine,Swimming,2000
13548,Men,100 m Freestyle S12,Gold,RSA,South Africa,Swimming,2000
13549,Men,100 m Freestyle S12,Silver,JPN,Japan,Swimming,2000
13550,Men,100 m Freestyle S12,Bronze,GBR,UK,Swimming,2000
13551,Men,100 m Freestyle S13,Gold,RUS,Russia,Swimming,2000
13552,Men,100 m Freestyle S13,Silver,RSA,South Africa,Swimming,2000
13553,Men,100 m Freestyle S13,Bronze,CAN,Canada,Swimming,2000
13554,Men,100 m Freestyle S14,Gold,NED,Netherlands,Swimming,2000
13555,Men,100 m Freestyle S14,Silver,HUN,Hungary,Swimming,2000
13556,Men,100 m Freestyle S14,Bronze,SVK,Slovakia,Swimming,2000
13557,Men,200 m Freestyle S3,Gold,FRA,France,Swimming,2000
13558,Men,200 m Freestyle S3,Silver,GBR,UK,Swimming,2000
13559,Men,200 m Freestyle S3,Bronze,ESP,Spain,Swimming,2000
13560,Men,200 m Freestyle S4,Gold,ESP,Spain,Swimming,2000
13561,Men,200 m Freestyle S4,Silver,ITA,Italy,Swimming,2000
13562,Men,200 m Freestyle S4,Bronze,DEN,Denmark,Swimming,2000
13563,Men,200 m Freestyle S5,Gold,ESP,Spain,Swimming,2000
13564,Men,200 m Freestyle S5,Silver,POL,Poland,Swimming,2000
13565,Men,200 m Freestyle S5,Bronze,GER,Germany,Swimming,2000
13566,Men,200 m Freestyle S14,Gold,SVK,Slovakia,Swimming,2000
13567,Men,200 m Freestyle S14,Silver,NED,Netherlands,Swimming,2000
13568,Men,200 m Freestyle S14,Bronze,RSA,South Africa,Swimming,2000
13569,Men,400 m Freestyle S6,Gold,DEN,Denmark,Swimming,2000
13570,Men,400 m Freestyle S6,Silver,CHN,China,Swimming,2000
13571,Men,400 m Freestyle S6,Bronze,CHN,China,Swimming,2000
13572,Men,400 m Freestyle S7,Gold,NZL,New Zealand,Swimming,2000
13573,Men,400 m Freestyle S7,Silver,GBR,UK,Swimming,2000
13574,Men,400 m Freestyle S7,Bronze,FRA,France,Swimming,2000
13575,Men,400 m Freestyle S8,Gold,USA,USA,Swimming,2000
13576,Men,400 m Freestyle S8,Silver,ESP,Spain,Swimming,2000
13577,Men,400 m Freestyle S8,Bronze,DEN,Denmark,Swimming,2000
13578,Men,400 m Freestyle S9,Gold,ESP,Spain,Swimming,2000
13579,Men,400 m Freestyle S9,Silver,ESP,Spain,Swimming,2000
13580,Men,400 m Freestyle S9,Bronze,GBR,UK,Swimming,2000
13581,Men,400 m Freestyle S10,Gold,CAN,Canada,Swimming,2000
13582,Men,400 m Freestyle S10,Silver,CAN,Canada,Swimming,2000
13583,Men,400 m Freestyle S10,Bronze,NED,Netherlands,Swimming,2000
13584,Men,400 m Freestyle S12,Gold,AUS,Australia,Swimming,2000
13585,Men,400 m Freestyle S12,Silver,AUS,Australia,Swimming,2000
13586,Men,400 m Freestyle S12,Bronze,POL,Poland,Swimming,2000
13587,Men,400 m Freestyle S13,Gold,ESP,Spain,Swimming,2000
13588,Men,400 m Freestyle S13,Silver,CAN,Canada,Swimming,2000
13589,Men,400 m Freestyle S13,Bronze,GBR,UK,Swimming,2000
13590,Men,50 m Backstroke S2,Gold,ESP,Spain,Swimming,2000
13591,Men,50 m Backstroke S2,Silver,GBR,UK,Swimming,2000
13592,Men,50 m Backstroke S2,Bronze,FIN,Finland,Swimming,2000
13593,Men,50 m Backstroke S3,Gold,CZE,Czech Republic,Swimming,2000
13594,Men,50 m Backstroke S3,Silver,PER,Peru,Swimming,2000
13595,Men,50 m Backstroke S3,Bronze,RUS,Russia,Swimming,2000
13596,Men,50 m Backstroke S4,Gold,MEX,Mexico,Swimming,2000
13597,Men,50 m Backstroke S4,Silver,FRA,France,Swimming,2000
13598,Men,50 m Backstroke S4,Bronze,CHN,China,Swimming,2000
13599,Men,50 m Backstroke S5,Gold,HUN,Hungary,Swimming,2000
13600,Men,50 m Backstroke S5,Silver,CHN,China,Swimming,2000
13601,Men,50 m Backstroke S5,Bronze,POL,Poland,Swimming,2000
13602,Men,100 m Backstroke S6,Gold,CAN,Canada,Swimming,2000
13603,Men,100 m Backstroke S6,Silver,GER,Germany,Swimming,2000
13604,Men,100 m Backstroke S6,Bronze,CHN,China,Swimming,2000
13605,Men,100 m Backstroke S7,Gold,GBR,UK,Swimming,2000
13606,Men,100 m Backstroke S7,Silver,GBR,UK,Swimming,2000
13607,Men,100 m Backstroke S7,Bronze,ARG,Argentina,Swimming,2000
13608,Men,100 m Backstroke S8,Gold,IRL,Ireland,Swimming,2000
13609,Men,100 m Backstroke S8,Gold,GER,Germany,Swimming,2000
13610,Men,100 m Backstroke S8,Bronze,USA,USA,Swimming,2000
13611,Men,100 m Backstroke S9,Gold,GBR,UK,Swimming,2000
13612,Men,100 m Backstroke S9,Silver,NZL,New Zealand,Swimming,2000
13613,Men,100 m Backstroke S9,Bronze,ESP,Spain,Swimming,2000
13614,Men,100 m Backstroke S10,Gold,POL,Poland,Swimming,2000
13615,Men,100 m Backstroke S10,Silver,CAN,Canada,Swimming,2000
13616,Men,100 m Backstroke S10,Bronze,GBR,UK,Swimming,2000
13617,Men,100 m Backstroke S11,Gold,USA,USA,Swimming,2000
13618,Men,100 m Backstroke S11,Silver,JPN,Japan,Swimming,2000
13619,Men,100 m Backstroke S11,Bronze,ESP,Spain,Swimming,2000
13620,Men,100 m Backstroke S12,Gold,JPN,Japan,Swimming,2000
13621,Men,100 m Backstroke S12,Silver,BLR,Belarus,Swimming,2000
13622,Men,100 m Backstroke S12,Bronze,ESP,Spain,Swimming,2000
13623,Men,100 m Backstroke S13,Gold,CAN,Canada,Swimming,2000
13624,Men,100 m Backstroke S13,Silver,ESP,Spain,Swimming,2000
13625,Men,100 m Backstroke S13,Bronze,NOR,Norway,Swimming,2000
13626,Men,100 m Backstroke S14,Gold,HUN,Hungary,Swimming,2000
13627,Men,100 m Backstroke S14,Silver,POL,Poland,Swimming,2000
13628,Men,100 m Backstroke S14,Bronze,NED,Netherlands,Swimming,2000
13629,Men,50 m Breaststroke SB2,Gold,MEX,Mexico,Swimming,2000
13630,Men,50 m Breaststroke SB2,Silver,USA,USA,Swimming,2000
13631,Men,50 m Breaststroke SB2,Bronze,THA,Thailand,Swimming,2000
13632,Men,50 m Breaststroke SB3,Gold,ESP,Spain,Swimming,2000
13633,Men,50 m Breaststroke SB3,Silver,AUT,Austria,Swimming,2000
13634,Men,50 m Breaststroke SB3,Bronze,ESP,Spain,Swimming,2000
13635,Men,100 m Breaststroke SB4,Gold,ESP,Spain,Swimming,2000
13636,Men,100 m Breaststroke SB4,Silver,FRA,France,Swimming,2000
13637,Men,100 m Breaststroke SB4,Bronze,HUN,Hungary,Swimming,2000
13638,Men,100 m Breaststroke SB5,Gold,NED,Netherlands,Swimming,2000
